school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,subject,total_grade
GP,Female,17,Rural,GreaterThan3,Together,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,Mathematics,40
GP,Female,18,Urban,GreaterThan3,Together,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,Mathematics,7
GP,Female,18,Urban,LessThen3,Together,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,Mathematics,16
GP,Female,18,Rural,GreaterThan3,Together,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,Mathematics,19
GP,Female,17,Urban,GreaterThan3,Together,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,Mathematics,46
GP,Female,19,Rural,GreaterThan3,Apart,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,Mathematics,40
GP,Female,17,Urban,GreaterThan3,Together,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,Mathematics,15
GP,Female,18,Urban,LessThen3,Together,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,Mathematics,48
GP,Female,17,Rural,GreaterThan3,Apart,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,Mathematics,29
GP,Female,19,Urban,GreaterThan3,Together,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,Mathematics,34
GP,Male,18,Urban,GreaterThan3,Together,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,Mathematics,20
GP,Male,18,Urban,LessThen3,Together,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,Mathematics,46
GP,Female,17,Urban,GreaterThan3,Apart,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,Mathematics,17
GP,Female,18,Urban,GreaterThan3,Together,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,Mathematics,31
GP,Female,18,Urban,GreaterThan3,Together,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,Mathematics,40
GP,Male,18,Rural,GreaterThan3,Together,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,Mathematics,47
GP,Male,18,Urban,GreaterThan3,Together,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,Mathematics,29
GP,Female,17,Urban,GreaterThan3,Together,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,Mathematics,43
MS,Male,18,Rural,GreaterThan3,Together,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,Mathematics,37
MS,Male,19,Rural,GreaterThan3,Together,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,Mathematics,23
MS,Male,17,Urban,GreaterThan3,Together,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,Mathematics,39
MS,Male,18,Urban,LessThen3,Together,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,Mathematics,23
MS,Male,19,Rural,GreaterThan3,Together,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,Mathematics,24
MS,Male,17,Rural,GreaterThan3,Together,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,Mathematics,35
MS,Female,18,Urban,GreaterThan3,Together,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,Mathematics,28
MS,Female,17,Rural,GreaterThan3,Together,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,Mathematics,38
MS,Female,17,Urban,LessThen3,Apart,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,Mathematics,35
MS,Male,18,Urban,LessThen3,Together,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,Mathematics,30
MS,Female,18,Urban,LessThen3,Together,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,Mathematics,50
MS,Female,18,Rural,LessThen3,Apart,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,Mathematics,39
MS,Male,18,Rural,LessThen3,Together,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,Mathematics,37
MS,Female,18,Urban,GreaterThan3,Together,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,Mathematics,32
MS,Female,17,Urban,LessThen3,Together,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,Mathematics,46
MS,Female,17,Rural,GreaterThan3,Together,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,Mathematics,35
MS,Male,18,Rural,GreaterThan3,Together,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,Mathematics,30
MS,Male,18,Urban,LessThen3,Together,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,Mathematics,39
MS,Female,17,Rural,GreaterThan3,Together,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,Mathematics,13
MS,Female,18,Urban,GreaterThan3,Together,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,Mathematics,31
MS,Female,18,Rural,GreaterThan3,Together,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,Mathematics,37
MS,Female,19,Urban,LessThen3,Together,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,Mathematics,23
MS,Male,18,Rural,LessThen3,Together,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,Mathematics,38
MS,Female,17,Urban,GreaterThan3,Together,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,Mathematics,35
MS,Female,17,Rural,GreaterThan3,Together,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,Mathematics,16
MS,Female,18,Rural,LessThen3,Together,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,Mathematics,56
MS,Female,18,Rural,GreaterThan3,Together,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,Mathematics,26
MS,Female,20,Urban,GreaterThan3,Together,4,2,health,other,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,Mathematics,44
MS,Female,18,Rural,LessThen3,Together,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,Mathematics,27
MS,Female,18,Urban,GreaterThan3,Together,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,Mathematics,45
MS,Female,17,Rural,GreaterThan3,Together,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,Mathematics,30
MS,Male,18,Urban,GreaterThan3,Together,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,Mathematics,43
MS,Male,18,Rural,GreaterThan3,Together,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,Mathematics,20
MS,Male,17,Urban,GreaterThan3,Together,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,Mathematics,32
MS,Male,19,Rural,GreaterThan3,Together,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,Mathematics,11
MS,Male,18,Rural,GreaterThan3,Together,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,Mathematics,16
MS,Female,18,Rural,GreaterThan3,Together,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,Mathematics,29
MS,Female,18,Rural,GreaterThan3,Together,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,Mathematics,17
MS,Female,19,Rural,GreaterThan3,Together,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,Mathematics,12
MS,Female,18,Urban,LessThen3,Together,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,Mathematics,24
MS,Female,18,Urban,GreaterThan3,Together,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,Mathematics,11
MS,Male,20,Urban,LessThen3,Apart,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,Mathematics,27
MS,Male,17,Urban,LessThen3,Together,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,Mathematics,46
MS,Male,21,Rural,GreaterThan3,Together,1,1,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,Mathematics,25
MS,Male,18,Rural,LessThen3,Together,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,Mathematics,33
MS,Male,19,Urban,LessThen3,Together,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,Mathematics,26
GP,Female,18,Urban,GreaterThan3,Apart,4,4,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,3,Portuguese,22
GP,Female,17,Urban,GreaterThan3,Together,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,Portuguese,31
GP,Female,15,Urban,LessThen3,Together,1,1,at_home,other,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,4,3,2,2,3,3,Portuguese,37
GP,Female,15,Urban,GreaterThan3,Together,4,2,health,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,5,Portuguese,42
GP,Female,16,Urban,GreaterThan3,Together,3,3,other,other,home,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,2,5,Portuguese,37
GP,Male,16,Urban,LessThen3,Together,4,3,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,5,Portuguese,37
GP,Male,16,Urban,LessThen3,Together,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,Portuguese,38
GP,Female,17,Urban,GreaterThan3,Apart,4,4,other,teacher,home,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,Portuguese,36
GP,Male,15,Urban,LessThen3,Apart,3,2,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,1,Portuguese,48
GP,Male,15,Urban,GreaterThan3,Together,3,4,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,5,Portuguese,37
GP,Female,15,Urban,GreaterThan3,Together,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,2,2,Portuguese,42
GP,Female,15,Urban,GreaterThan3,Together,2,1,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,4,Portuguese,35
GP,Male,15,Urban,LessThen3,Together,4,4,health,services,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,3,5,Portuguese,37
GP,Male,15,Urban,GreaterThan3,Together,4,3,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,Portuguese,37
GP,Male,15,Urban,GreaterThan3,Apart,2,2,other,other,home,other,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,3,Portuguese,43
GP,Female,16,Urban,GreaterThan3,Together,4,4,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,2,Portuguese,51
GP,Female,16,Urban,GreaterThan3,Together,4,4,services,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,1,2,2,Portuguese,40
GP,Female,16,Urban,GreaterThan3,Together,3,3,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,Portuguese,41
GP,Male,17,Urban,GreaterThan3,Together,3,2,services,services,course,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,no,5,5,5,2,4,5,Portuguese,23
GP,Male,16,Urban,LessThen3,Together,4,3,health,other,home,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,Portuguese,36
GP,Male,15,Urban,GreaterThan3,Together,4,3,teacher,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,1,1,Portuguese,39
GP,Male,15,Urban,GreaterThan3,Together,4,4,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,5,Portuguese,35
GP,Male,16,Urban,LessThen3,Together,4,2,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,3,5,Portuguese,39
GP,Male,16,Urban,LessThen3,Together,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,2,4,5,Portuguese,30
GP,Female,15,Rural,GreaterThan3,Together,2,4,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,Portuguese,31
GP,Female,16,Urban,GreaterThan3,Together,2,2,services,services,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,Portuguese,33
GP,Male,15,Urban,GreaterThan3,Together,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,5,Portuguese,35
GP,Male,15,Urban,GreaterThan3,Together,4,2,health,services,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,4,1,Portuguese,33
GP,Male,16,Urban,LessThen3,Apart,3,4,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,Portuguese,37
GP,Male,16,Urban,GreaterThan3,Together,4,4,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,Portuguese,35
GP,Male,15,Urban,GreaterThan3,Together,4,4,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,4,2,3,4,5,Portuguese,32
GP,Male,15,Urban,GreaterThan3,Together,4,4,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,5,Portuguese,45
GP,Male,15,Rural,GreaterThan3,Together,4,3,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,Portuguese,42
GP,Male,15,Urban,LessThen3,Together,3,3,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,Portuguese,37
GP,Male,16,Urban,GreaterThan3,Together,3,2,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,5,4,3,1,1,5,Portuguese,36
GP,Female,15,Urban,GreaterThan3,Together,2,3,other,other,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,3,5,1,1,1,5,Portuguese,33
GP,Male,15,Urban,LessThen3,Together,4,3,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,Portuguese,42
GP,Male,16,Rural,GreaterThan3,Apart,4,4,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,5,Portuguese,39
GP,Female,15,Rural,GreaterThan3,Together,3,4,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,Portuguese,35
GP,Female,15,Rural,GreaterThan3,Together,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,Portuguese,39
GP,Female,16,Urban,LessThen3,Together,2,2,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,Portuguese,32
GP,Male,15,Urban,LessThen3,Together,4,4,teacher,other,home,other,1,1,0,no,yes,no,no,no,yes,yes,yes,5,4,3,2,4,5,Portuguese,32
GP,Male,15,Urban,GreaterThan3,Together,4,4,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,Portuguese,44
GP,Male,15,Urban,GreaterThan3,Together,2,2,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,Portuguese,29
GP,Female,16,Urban,LessThen3,Together,2,2,other,at_home,course,father,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,2,2,5,Portuguese,32
GP,Female,15,Urban,LessThen3,Apart,4,3,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,5,Portuguese,32
GP,Female,16,Urban,LessThen3,Apart,3,3,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,3,Portuguese,38
GP,Male,16,Urban,GreaterThan3,Together,4,3,health,services,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,2,Portuguese,51
GP,Male,15,Urban,GreaterThan3,Together,4,2,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,Portuguese,36
GP,Female,15,Urban,GreaterThan3,Together,4,4,services,teacher,other,father,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,3,Portuguese,37
GP,Female,16,Urban,LessThen3,Together,2,2,services,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,4,Portuguese,40
GP,Female,15,Urban,LessThen3,Together,4,2,health,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,Portuguese,46
GP,Male,15,Urban,LessThen3,Apart,4,2,health,health,other,father,2,1,0,no,no,no,no,yes,yes,no,no,5,5,5,3,4,5,Portuguese,28
GP,Female,15,Urban,GreaterThan3,Together,4,4,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,2,3,5,Portuguese,37
GP,Female,15,Urban,LessThen3,Apart,3,3,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,4,4,1,Portuguese,38
GP,Female,16,Urban,GreaterThan3,Apart,2,1,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,Portuguese,37
GP,Female,15,Urban,GreaterThan3,Apart,4,3,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,1,Portuguese,44
GP,Male,15,Urban,GreaterThan3,Together,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,Portuguese,46
GP,Male,15,Urban,LessThen3,Together,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,Portuguese,41
GP,Female,16,Urban,GreaterThan3,Together,4,2,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,5,Portuguese,47
GP,Female,16,Rural,GreaterThan3,Together,4,4,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,4,Portuguese,49
GP,Female,16,Urban,GreaterThan3,Together,1,1,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,5,5,Portuguese,36
GP,Female,16,Urban,LessThen3,Together,1,2,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,1,Portuguese,36
GP,Female,16,Urban,GreaterThan3,Together,4,3,teacher,health,home,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,2,4,4,Portuguese,40
GP,Female,15,Urban,LessThen3,Together,4,3,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,Portuguese,37
GP,Female,16,Urban,LessThen3,Together,4,3,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,1,Portuguese,47
GP,Male,15,Urban,GreaterThan3,Apart,4,4,other,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,3,Portuguese,35
GP,Female,16,Urban,GreaterThan3,Together,3,1,services,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,Portuguese,29
GP,Female,15,Rural,LessThen3,Together,2,2,health,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,Portuguese,32
GP,Female,15,Rural,LessThen3,Together,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,Portuguese,45
GP,Male,16,Urban,GreaterThan3,Together,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,Portuguese,35
GP,Male,15,Urban,GreaterThan3,Together,4,2,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,Portuguese,30
GP,Female,15,Rural,GreaterThan3,Together,1,1,other,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,Portuguese,35
GP,Male,16,Urban,GreaterThan3,Together,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,Portuguese,40
GP,Female,16,Urban,GreaterThan3,Together,3,3,other,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,Portuguese,33
GP,Male,15,Urban,GreaterThan3,Together,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,Portuguese,33
GP,Male,15,Urban,GreaterThan3,Together,4,0,teacher,other,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,Portuguese,34
GP,Female,16,Urban,GreaterThan3,Together,2,2,other,other,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,Portuguese,39
GP,Male,17,Urban,GreaterThan3,Together,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,Portuguese,28
GP,Female,16,Urban,GreaterThan3,Together,3,4,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,Portuguese,34
GP,Male,15,Urban,GreaterThan3,Together,2,3,other,services,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,Portuguese,34
GP,Male,15,Urban,GreaterThan3,Together,2,3,other,other,home,mother,1,3,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,Portuguese,28
GP,Female,15,Urban,LessThen3,Together,3,2,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,Portuguese,34
GP,Male,15,Urban,LessThen3,Together,2,2,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,Portuguese,38
GP,Female,15,Urban,GreaterThan3,Together,1,1,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,Portuguese,37
GP,Female,15,Urban,GreaterThan3,Together,4,4,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,Portuguese,35
GP,Female,16,Urban,LessThen3,Together,2,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,Portuguese,35
GP,Female,15,Urban,GreaterThan3,Together,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,Portuguese,45
GP,Male,16,Urban,GreaterThan3,Together,2,2,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,Portuguese,33
GP,Male,16,Urban,LessThen3,Apart,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,Portuguese,28
GP,Female,16,Urban,GreaterThan3,Together,3,3,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,Portuguese,31
GP,Female,15,Urban,GreaterThan3,Together,4,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,Portuguese,40
GP,Female,16,Urban,LessThen3,Together,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,Portuguese,37
GP,Female,16,Urban,GreaterThan3,Together,4,2,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,Portuguese,41
GP,Male,15,Urban,LessThen3,Together,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,Portuguese,35
GP,Female,15,Rural,GreaterThan3,Together,1,1,at_home,other,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,Portuguese,39
GP,Male,16,Rural,GreaterThan3,Together,4,3,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,Portuguese,31
GP,Female,16,Urban,GreaterThan3,Together,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,Portuguese,37
GP,Female,16,Urban,GreaterThan3,Together,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,Portuguese,38
GP,Female,16,Urban,GreaterThan3,Together,4,3,other,at_home,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,Portuguese,38
GP,Male,16,Urban,GreaterThan3,Together,4,4,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,Portuguese,26
GP,Male,16,Urban,GreaterThan3,Together,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,Portuguese,48
GP,Male,15,Urban,GreaterThan3,Together,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,Portuguese,37
